GENE	FREQUENCY
YWHAG	0
YWHAH	126
YWHAQ	0
YWHAZ	4
YY1	0
ZAP70	0
ZBTB1	0
ZBTB11	0
ZBTB16	27
ZBTB17	0
ZBTB2	0
ZBTB32	0
ZBTB33	0
ZBTB4	0
ZBTB43	0
ZBTB44	0
ZBTB45	0
ZBTB48	0
ZBTB7A	0
ZBTB8	0
ZC3H11A	1
ZCCHC8	0
ZDHHC17	0
ZDHHC21	0
ZEB1	0
ZEB2	0
ZER1	0
ZFAND5	0
ZFAND6	0
ZFHX3	0
ZFHX4	2
ZFP1	0
ZFP112	0
ZFP14	0
ZFP161	0
ZFP2	0
ZFP28	0
ZFP3	0
ZFP30	1
ZFP36	1
ZFP36L1	1
ZFP36L2	1
ZFP37	13
ZFP62	0
ZFP64	0
ZFP82	0
ZFP90	0
ZFP91	0
ZFP92	0
ZFPM1	0
ZFPM2	2
ZFR	0
ZFYVE16	0
ZFYVE20	0
ZFYVE9	0
ZHX1	0
ZHX2	0
ZHX3	0
ZIC1	15
ZIC2	0
ZIC3	0
ZIC5	0
ZIK1	0
ZIM2	0
ZIM3	0
ZKSCAN2	0
ZKSCAN3	0
ZKSCAN5	0
ZMAT3	4
ZMIZ1	0
ZMIZ2	0
ZMYM2	0
ZMYM3	0
ZMYM4	0
ZMYM6	0
ZMYND11	0
ZNF10	0
ZNF100	0
ZNF101	0
ZNF107	76
ZNF117	1
ZNF12	3
ZNF121	0
ZNF124	6
ZNF132	0
ZNF133	0
ZNF134	0
ZNF135	1
ZNF136	6
ZNF137	0
ZNF138	0
ZNF14	0
ZNF140	56
ZNF141	0
ZNF143	1
ZNF146	4
ZNF148	0
ZNF154	0
ZNF155	0
ZNF157	0
ZNF16	0
ZNF160	0
ZNF165	0
ZNF167	52
ZNF169	0
ZNF17	0
ZNF174	0
ZNF175	0
ZNF177	5
ZNF180	0
ZNF181	0
ZNF182	0
ZNF184	0
ZNF187	0
ZNF189	1
ZNF19	0
ZNF192	0
ZNF193	0
ZNF195	0
ZNF197	0
ZNF2	0
ZNF20	9
ZNF202	0
ZNF205	0
ZNF208	0
ZNF211	1
ZNF212	0
ZNF213	0
ZNF214	0
ZNF217	2
ZNF219	0
ZNF22	8
ZNF221	0
ZNF222	0
ZNF223	0
ZNF224	0
ZNF225	0
ZNF226	4
ZNF227	0
ZNF229	0
ZNF23	0
ZNF230	0
ZNF232	0
ZNF233	0
ZNF234	0
ZNF235	0
ZNF238	0
ZNF239	0
ZNF24	0
ZNF248	0
ZNF25	0
ZNF250	0
ZNF251	0
ZNF252	0
ZNF253	0
ZNF254	0
ZNF256	0
ZNF257	0
ZNF259	0
ZNF26	0
ZNF260	0
ZNF263	0
ZNF264	12
ZNF266	7
ZNF267	1
ZNF268	0
ZNF271	14
ZNF273	4
ZNF274	4
ZNF275	0
ZNF276	0
ZNF28	0
ZNF283	0
ZNF284	0
ZNF285A	0
ZNF286A	0
ZNF287	0
ZNF292	1
ZNF294	0
ZNF295	0
ZNF3	33
ZNF30	0
ZNF300	0
ZNF302	6
ZNF304	0
ZNF311	0
ZNF316	0
ZNF317	0
ZNF318	0
ZNF319	0
ZNF32	0
ZNF320	0
ZNF321	0
ZNF322A	0
ZNF322B	0
ZNF324	0
ZNF324B	0
ZNF329	0
ZNF331	2
ZNF333	0
ZNF334	1
ZNF335	0
ZNF337	0
ZNF33A	0
ZNF33B	0
ZNF34	0
ZNF343	0
ZNF345	0
ZNF347	0
ZNF35	0
ZNF350	0
ZNF354A	0
ZNF354B	0
ZNF354C	0
ZNF358	0
ZNF37A	1
ZNF382	0
ZNF383	0
ZNF385A	0
ZNF391	0
ZNF395	0
ZNF396	0
ZNF397	0
ZNF398	0
ZNF404	0
ZNF408	0
ZNF409	0
ZNF41	0
ZNF410	1
ZNF415	9
ZNF416	0
ZNF417	0
ZNF418	0
ZNF419	0
ZNF420	0
ZNF423	0
ZNF425	0
ZNF426	9
ZNF429	0
ZNF43	15
ZNF430	7
ZNF431	0
ZNF432	7
ZNF433	0
ZNF434	0
ZNF436	0
ZNF439	0
ZNF44	0
ZNF440	0
ZNF441	0
ZNF442	0
ZNF443	0
ZNF444	0
ZNF445	0
ZNF446	0
ZNF45	5
ZNF451	0
ZNF454	0
ZNF460	0
ZNF461	0
ZNF467	0
ZNF468	13
ZNF470	0
ZNF471	0
ZNF473	0
ZNF479	0
ZNF48	0
ZNF480	0
ZNF484	0
ZNF485	0
ZNF486	0
ZNF490	0
ZNF491	0
ZNF492	1
ZNF493	0
ZNF496	0
ZNF497	0
ZNF501	0
ZNF502	0
ZNF506	0
ZNF510	0
ZNF514	0
ZNF517	0
ZNF519	0
ZNF525	0
ZNF527	0
ZNF528	0
ZNF529	0
ZNF530	0
ZNF540	0
ZNF542	0
ZNF543	0
ZNF544	0
ZNF546	0
ZNF547	0
ZNF548	0
ZNF549	0
ZNF550	0
ZNF551	1
ZNF552	0
ZNF554	0
ZNF555	0
ZNF556	0
ZNF557	0
ZNF558	0
ZNF559	0
ZNF56	0
ZNF560	0
ZNF561	0
ZNF562	0
ZNF563	0
ZNF564	0
ZNF565	0
ZNF566	0
ZNF567	0
ZNF568	0
ZNF569	0
ZNF57	0
ZNF570	0
ZNF571	1
ZNF572	0
ZNF573	2
ZNF577	0
ZNF578	0
ZNF580	0
ZNF582	0
ZNF583	0
ZNF584	0
ZNF585A	0
ZNF585B	0
ZNF587	0
ZNF589	0
ZNF592	0
ZNF594	0
ZNF595	0
ZNF596	0
ZNF599	0
ZNF600	0
ZNF605	0
ZNF606	3
ZNF607	0
ZNF610	0
ZNF611	0
ZNF613	0
ZNF614	0
ZNF615	0
ZNF616	0
ZNF619	0
ZNF620	0
ZNF621	0
ZNF623	2
ZNF624	0
ZNF625	0
ZNF626	0
ZNF627	0
ZNF628	0
ZNF629	0
ZNF630	0
ZNF638	1
ZNF639	0
ZNF642	0
ZNF643	0
ZNF646	0
ZNF648	0
ZNF649	0
ZNF652	1
ZNF653	0
ZNF655	0
ZNF658	0
ZNF658B	0
ZNF66	0
ZNF660	0
ZNF662	0
ZNF664	0
ZNF665	4
ZNF667	0
ZNF668	0
ZNF669	0
ZNF670	0
ZNF671	0
ZNF672	0
ZNF674	0
ZNF675	0
ZNF676	0
ZNF677	0
ZNF678	0
ZNF679	0
ZNF680	0
ZNF681	0
ZNF682	0
ZNF684	0
ZNF689	0
ZNF69	0
ZNF696	0
ZNF697	0
ZNF699	0
ZNF7	1
ZNF70	0
ZNF700	0
ZNF701	0
ZNF702	0
ZNF705A	0
ZNF705C	0
ZNF705D	0
ZNF705F	0
ZNF705G	0
ZNF705H	0
ZNF707	0
ZNF708	0
ZNF709	0
ZNF71	0
ZNF713	0
ZNF714	0
ZNF716	0
ZNF717	0
ZNF718	0
ZNF721	0
ZNF73	0
ZNF730	0
ZNF732	0
ZNF733	0
ZNF734	0
ZNF735	0
ZNF737	0
ZNF74	0
ZNF749	0
ZNF76	0
ZNF761	0
ZNF763	0
ZNF764	0
ZNF765	0
ZNF766	0
ZNF768	0
ZNF77	0
ZNF770	0
ZNF771	0
ZNF772	0
ZNF773	0
ZNF774	0
ZNF776	0
ZNF778	0
ZNF780A	0
ZNF780B	0
ZNF782	0
ZNF786	0
ZNF787	0
ZNF788	0
ZNF789	0
ZNF79	0
ZNF790	0
ZNF791	0
ZNF792	0
ZNF793	0
ZNF799	0
ZNF8	0
ZNF80	0
ZNF805	0
ZNF806	0
ZNF808	0
ZNF81	0
ZNF812	0
ZNF813	0
ZNF816A	0
ZNF823	0
ZNF829	0
ZNF83	30
ZNF834	0
ZNF835	0
ZNF836	0
ZNF837	0
ZNF84	2
ZNF840	0
ZNF841	0
ZNF844	0
ZNF845	0
ZNF846	0
ZNF85	0
ZNF860	0
ZNF90	0
ZNF91	17
ZNF92	0
ZNF93	3
ZNF98	0
ZNF99	0
ZNFX1	0
ZNHIT3	0
ZP2	0
ZPBP	0
ZRANB1	0
ZRANB2	0
ZRSR2	0
ZSCAN10	0
ZSCAN12	0
ZSCAN16	0
ZSCAN18	0
ZSCAN2	0
ZSCAN20	0
ZSCAN21	0
ZSCAN22	0
ZSCAN4	0
ZW10	0
ZWILCH	10
ZWINT	117
ZXDA	0
ZXDC	0
ZYG11B	0
ZYX	49
ZZZ3	0
